"id_cell","x","y","Freq 1","Freq 2","Freq 3","Freq 4","Freq 5","Freq 6","Freq 7"
331,-73.805075543,40.74626753,13,35,40,4,11,14,0
332,-73.785075543,40.74626753,5,72,148,15,28,12,0
333,-73.765075543,40.74626753,8,62,66,5,24,10,0
334,-73.745075543,40.74626753,4,38,47,5,12,6,0
335,-73.725075543,40.74626753,3,41,29,6,22,4,0
336,-73.705075543,40.74626753,6,46,29,9,21,10,0
337,-74.245075543,40.73126753,0,0,0,0,0,0,0
338,-74.225075543,40.73126753,0,0,0,0,0,0,0
339,-74.205075543,40.73126753,0,0,0,0,0,0,0
340,-74.185075543,40.73126753,0,0,0,0,0,0,0
341,-74.165075543,40.73126753,0,0,0,0,0,0,0
342,-74.145075543,40.73126753,0,0,0,0,0,0,0
343,-74.125075543,40.73126753,0,0,0,0,0,0,0
344,-74.105075543,40.73126753,0,0,0,0,0,0,0
345,-74.085075543,40.73126753,0,0,0,0,0,0,0
346,-74.065075543,40.73126753,0,0,0,0,0,0,0
347,-74.045075543,40.73126753,0,0,0,0,0,0,0
348,-74.025075543,40.73126753,0,0,0,0,0,0,0
349,-74.005075543,40.73126753,117,980,1180,96,113,43,0
350,-73.985075543,40.73126753,160,1456,2140,184,167,56,0
351,-73.965075543,40.73126753,8,88,93,28,15,6,0
352,-73.945075543,40.73126753,21,127,274,23,46,31,0
353,-73.925075543,40.73126753,6,31,28,8,11,11,0
354,-73.905075543,40.73126753,8,43,88,17,42,17,0
355,-73.885075543,40.73126753,20,104,229,16,68,30,0
356,-73.865075543,40.73126753,46,341,1211,57,42,31,0
357,-73.845075543,40.73126753,13,69,137,12,16,20,0
358,-73.825075543,40.73126753,12,49,89,12,23,16,0
359,-73.805075543,40.73126753,35,97,160,33,35,29,0
360,-73.785075543,40.73126753,8,74,97,6,26,17,1
361,-73.765075543,40.73126753,5,36,38,5,12,8,0
362,-73.745075543,40.73126753,19,57,75,11,19,11,0
363,-73.725075543,40.73126753,6,67,52,28,23,12,0
364,-73.705075543,40.73126753,2,13,19,6,5,2,0
365,-74.245075543,40.71626753,0,0,0,0,0,0,0
366,-74.225075543,40.71626753,0,0,0,0,0,0,0
367,-74.205075543,40.71626753,0,0,0,0,0,0,0
368,-74.185075543,40.71626753,0,0,0,0,0,0,0
369,-74.165075543,40.71626753,0,0,0,0,0,0,0
370,-74.145075543,40.71626753,0,0,0,0,0,0,0
371,-74.125075543,40.71626753,0,0,0,0,0,0,0
372,-74.105075543,40.71626753,0,0,0,0,0,0,0
373,-74.085075543,40.71626753,0,0,0,0,0,0,0
374,-74.065075543,40.71626753,0,0,0,0,0,0,0
375,-74.045075543,40.71626753,0,0,0,0,0,0,0
376,-74.025075543,40.71626753,0,53,68,3,2,8,0
377,-74.005075543,40.71626753,93,836,1790,117,125,21,0
378,-73.985075543,40.71626753,201,744,1091,232,88,44,2
379,-73.965075543,40.71626753,65,305,429,62,85,34,0
380,-73.945075543,40.71626753,77,331,470,95,127,58,0
381,-73.925075543,40.71626753,7,41,56,5,32,9,0
382,-73.905075543,40.71626753,22,68,113,33,47,27,0
383,-73.885075543,40.71626753,9,44,105,23,24,20,0
384,-73.865075543,40.71626753,9,63,118,15,21,16,0
385,-73.845075543,40.71626753,16,134,235,13,31,16,0
386,-73.825075543,40.71626753,19,91,105,31,27,28,0
387,-73.805075543,40.71626753,49,73,140,20,42,14,0
388,-73.785075543,40.71626753,81,99,131,41,29,19,0
389,-73.765075543,40.71626753,53,74,86,45,38,27,0
